Job_Title,Skill,Company,No_of_Reviews,No_of_Stars,Date_Since_Posted,Location,Company_Employees,Company_Industry
CSG Transformation Advanced Data Analyst,Data Mining| Machine Learning| Hadoop| R| Statisical Analysis| SQL| Teradata| Spark,Dell,8696,4,30,TX,"10,000+",Computers and Electronics
"Financial Analyst 2, Marketing Data and Analytics",Marketing| SQL| Excel| Tableau,Nordstrom,8955,4,18,WA,"10,000+",Retail
Pricing Data Analyst,Data Warehouse| Power BI| Hadoop| R| Python| SQL| Tableau,Staples,9416,3.599999905,30,MA,"10,000+",Retail
Business Data Analyst,SDLC,Cognizant,10491,4,7,CT,"10,000+",Internet and Software
Data Analyst,Unit Testing,Cognizant,10491,4,2,NJ,"10,000+",Internet and Software
Data Analyst,Process Improvement| SDLC,Cognizant,10491,4,2,NY,"10,000+",Internet and Software
Data Analyst,Process Improvement| SDLC,Cognizant,10491,4,30,SC,"10,000+",Internet and Software
Statistical Data Analyst,Hive| Hadoop| R| SAS| Microsoft Office| Excel| Tableau| Python,PepsiCo,10791,3.900000095,30,IL,"10,000+",Consumer Goods and Services
Benefits Data Analyst - Retirement,Microsoft Powerpoint| Project Management| Workday| Microsoft Office,HP,10824,4,30,TX,"10,000+",Computers and Electronics
Data Analyst,Linux| System Design| Microsoft SQL Server| Power BI| HTML5| SQL| Splunk| MySQL| C#| PHP| JavaScript| Ruby| Visual Basic| Tableau| Java| .Net| Git| Python| AWS,HP,10824,4,5,OR,"10,000+",Computers and Electronics
Data Analyst,Linux| System Design| Microsoft SQL Server| Power BI| HTML5| SQL| Splunk| MySQL| C#| PHP| JavaScript| Ruby| Visual Basic| Tableau| Java| .Net| Git| Python| AWS,HP,10824,4,5,OR,"10,000+",Computers and Electronics
Project Lead Big Data Analytics,Big Data| Hive| Spark| Hadoop| HBase| Tableau,Wipro LTD,11485,3.799999952,30,CA,"10,000+",Transport and Freight
"Data Analyst, Product Architecture",Microsoft SQL Server| Hadoop| Power BI| Oracle| SQL| Cloud Computing| Tableau,Comcast,12326,3.700000048,9,PA,"10,000+",Telecommunications
Data Analyst - Insights & Analytics - Minute Maid Park,Time Management| Microsoft Powerpoint| QlikView| Microsoft Office| SQL,Aramark,13098,3.599999905,1,TX,"10,000+",Food and BeveragesConsulting and Business Services
Data Analyst,SharePoint| Time Management| Microsoft Powerpoint| Microsoft Office| Tableau,"Goodwill Industries International, Inc. (GII)",14245,3.599999905,14,MD,"Less than 10,000",Organization
Sr Analyst - Gobal MIS and & Data Analytics,Business Intelligence| Microsoft Powerpoint| Visual Basic| Project Management| Microsoft Office| Excel| SQL| Microsoft Access| T-SQL| SharePoint| Analysis Skills| QlikView,Citi,14629,3.900000095,8,FL,"10,000+",Banks and Financial Services
Federal - Data Analyst,SAS| SQL,Accenture,14987,4,14,TX,"10,000+",Consulting and Business Services
Federal - Data Analyst,,Accenture,14987,4,20,TX,"10,000+",Consulting and Business Services
Accenture Flex - Data Analyst,Time Management| SQL,Accenture,14987,4,6,IL,"10,000+",Consulting and Business Services
Analytics Strategy & Transformation Senior Manager,Machine Learning,Accenture,14987,4,15,TX,"10,000+",Consulting and Business Services
Trading Data Analytics Consultant,Microsoft Word| Microsoft Powerpoint| Microsoft Office,Accenture,14988,4,30,NY,"10,000+",Consulting and Business Services
"Resources Analytics Advisory, Senior Manager",Machine Learning,Accenture,14988,4,30,NY,"10,000+",Consulting and Business Services
Analytics High Value Consulting Senior Manager - Consumer Go...,Management Consulting| Data Analysis,Accenture,14988,4,30,GA,"10,000+",Consulting and Business Services
Analytics High Value Consulting Senior Manager - Consumer Go...,Management Consulting| Data Analysis,Accenture,14988,4,30,NY,"10,000+",Consulting and Business Services
Go-to-Market Analytics Senior Manager - Products Industry,Design Experience| Management Consulting,,14988,4,,NJ,,
Analytics High Value Consulting Senior Manager - Consumer Go...,Management Consulting| Data Analysis,Accenture,14988,4,30,CA,"10,000+",Consulting and Business Services
Associate Data Analyst,Business Intelligence| SQL| Tableau,JPMorgan Chase,21159,3.900000095,20,OH,"10,000+",Banks and Financial Services
Associate Data Analyst,Business Intelligence| SQL| Tableau,JPMorgan Chase,21159,3.900000095,20,OH,"10,000+",Banks and Financial Services
Associate Data Analyst,Business Intelligence| SQL| Tableau,JPMorgan Chase,21159,3.900000095,20,DE,"10,000+",Banks and Financial Services
Associate Data Analyst,Business Intelligence| SQL| Tableau,JPMorgan Chase,21159,3.900000095,20,DE,"10,000+",Banks and Financial Services
Associate Data Analyst,Business Intelligence| SQL| Tableau,JPMorgan Chase,21159,3.900000095,20,TX,"10,000+",Banks and Financial Services
Associate Data Analyst,Business Intelligence| SQL| Tableau,JPMorgan Chase,21159,3.900000095,20,TX,"10,000+",Banks and Financial Services
Sr. Data Analyst - Digital & Customer Analytics,Business Intelligence| Alteryx| QlikView| SQL| Tableau,JPMorgan Chase,21159,3.900000095,7,DE,"10,000+",Banks and Financial Services
Tech Ops/Data Analyst,SharePoint| Data Mining| Microsoft Powerpoint| Visio| Excel| Microsoft Office,JPMorgan Chase,21159,3.900000095,13,OH,"10,000+",Banks and Financial Services
Associate Data Analyst,Business Intelligence| SQL| Tableau,JPMorgan Chase,21159,3.900000095,20,NY,"10,000+",Banks and Financial Services
Associate Data Analyst,Business Intelligence| SQL| Tableau,JPMorgan Chase,21159,3.900000095,20,NY,"10,000+",Banks and Financial Services
Business/Data Analyst,Business Intelligence| Data Mining| SAS| SQL| Tableau| Java| Analysis Skills| QlikView| SPSS| Data Analysis| Python,JPMorgan Chase,21159,3.900000095,13,TX,"10,000+",Banks and Financial Services
"VP, Digital Analytics: Senior Data Analyst",Hive| Time Management| Hadoop| R| SAS| SQL| Big Data| Data Warehouse| Python,JPMorgan Chase,21159,3.900000095,30,CA,"10,000+",Banks and Financial Services
"VP, Digital Analytics: Senior Data Analyst",Hive| Time Management| Hadoop| R| SAS| SQL| Big Data| Data Warehouse| Python,JPMorgan Chase,21159,3.900000095,30,NY,"10,000+",Banks and Financial Services
Data Analyst - VP - CIB Treasury Services,Statistical Software| Hive| Hadoop| R| SQL| Big Data| Data Analysis| Python,JPMorgan Chase,21159,3.900000095,30,NY,"10,000+",Banks and Financial Services
Technical Data Analyst,Microsoft Powerpoint| Excel| Tableau,JPMorgan Chase,21159,3.900000095,25,NJ,"10,000+",Banks and Financial Services
CCB Risk - Risk Analytics - Strategic Analytics - Vice Presi...,Hive| Data Mining| Hadoop| R| SAS| SQL| Big Data| Spark| Data Warehouse,JPMorgan Chase,21159,3.900000095,30,OH,"10,000+",Banks and Financial Services
CCB F&BM Chase Merchant Services Pricing & Analytics Executi...,SAS| Microsoft Access| Management Consulting,JPMorgan Chase,21159,3.900000095,12,NJ,"10,000+",Banks and Financial Services
CCB F&BM Chase Merchant Services Pricing & Analytics Executi...,SAS| Microsoft Access| Management Consulting,JPMorgan Chase,21159,3.900000095,12,DE,"10,000+",Banks and Financial Services
"Data Analytics Specialist, Analyst Relations",Performance Marketing| Microsoft Powerpoint| Social Media Management| Quantitative Research| SQL| Tableau,IBM,23472,3.900000095,11,USA,"10,000+",Consulting and Business Services
GSI Analytics Analyst,SQL,IBM,23472,3.900000095,30,GA,"10,000+",Consulting and Business Services
Watson Health- Business Data Analyst,PMP| SPSS| R| SAS| Python| Microsoft Office| SQL| Tableau,IBM,23472,3.900000095,1,USA,"10,000+",Consulting and Business Services
IBM GBS Cognitive & Analytics Senior Consultant – Public Sec...,Machine Learning| R| C/C++| Natural Language Processing| SPSS| Visual Basic| Hadoop| SAS| Java| Spark| Data Warehouse| NoSQL| Python,IBM,23477,3.900000095,30,DC,"10,000+",Consulting and Business Services
Geographic Information System (GIS) Data Analyst,Microsoft Office| Alteryx| Data Analysis| Six Sigma Certification| Six Sigma| GIS,Kroger,24248,3.599999905,14,OR,"10,000+",Retail
"data analyst, Retail Operations - SSC - Seattle, WA",Pig| Data Mining| Ruby| Power BI| R| Oracle| SAS| SQL| Tableau| Java| STATA| Data Warehouse| SPSS| Data Analysis| Python,Starbucks,27858,4.099999905,5,WA,"10,000+","Restaurants, Travel and Leisure"
"data analyst, Retail Operations - SSC - Seattle, WA",Pig| Data Mining| Ruby| Power BI| R| Oracle| SAS| SQL| Tableau| Java| STATA| Data Warehouse| SPSS| Data Analysis| Python,Starbucks,27858,4.099999905,4,WA,"10,000+","Restaurants, Travel and Leisure"
Analytic Consultant 5 - Business Data Analyst,Hadoop| SAS| Oracle| SQL| Data Warehouse,Wells Fargo,29963,3.799999952,7,TX,"10,000+",Banks and Financial Services
Analytic Consultant 5 - Business Data Analyst,Hadoop| SAS| Oracle| SQL| Data Warehouse,Wells Fargo,29963,3.799999952,30,TX,"10,000+",Banks and Financial Services
Analytic Consultant 5 - Business Data Analyst,Hadoop| SAS| Oracle| SQL| Data Warehouse,Wells Fargo,29963,3.799999952,30,NJ,"10,000+",Banks and Financial Services
Analytic Consultant 5 - Business Data Analyst,Hadoop| SAS| Oracle| SQL| Data Warehouse,Wells Fargo,29963,3.799999952,30,CA,"10,000+",Banks and Financial Services
Analytic Consultant 5 - Business Data Analyst,Hadoop| SAS| Oracle| SQL| Data Warehouse,Wells Fargo,29966,3.799999952,30,NY,"10,000+",Banks and Financial Services
Analytic Consultant 5 - Business Data Analyst,Hadoop| SAS| Oracle| SQL| Data Warehouse,Wells Fargo,29966,3.799999952,30,CA,"10,000+",Banks and Financial Services
Analytic Consultant 5 - Business Data Analyst,Hadoop| SAS| Oracle| SQL| Data Warehouse,Wells Fargo,29966,3.799999952,30,CA,"10,000+",Banks and Financial Services
Sr. Campaign Data Analyst,Microsoft Powerpoint,SUBWAY,33082,3.700000048,30,CT,"10,000+",Food and Beverages
Sr. Campaign Data Analyst,Microsoft Powerpoint,SUBWAY,33082,3.700000048,30,CT,"10,000+",Food and Beverages
Item Data Analyst,Time Management| Data Analysis| Excel| SQL| Microsoft Access,The Home Depot,41290,3.799999952,3,GA,"10,000+",RetailConsumer Goods and Services
Digital Content Data Analyst,Excel| Customer Service| Microsoft Access,The Home Depot,41290,3.799999952,5,GA,"10,000+",RetailConsumer Goods and Services
MGR DATA SCIENCE AND ANALYTICS,Machine Learning| R| Leadership Experience| Statisical Analysis| Python| SQL| Tableau,The Home Depot,41290,3.799999952,6,GA,"10,000+",RetailConsumer Goods and Services
Staff Data Analyst-Tech,Statistical Software| Machine Learning| Power BI| R| SAS| Tableau| Supervising Experience| Alteryx| Python,Walmart,157456,3.599999905,8,AR,"10,000+",Retail
Senior Data Analyst,Supervising Experience| SQL| Tableau,Walmart,157456,3.599999905,27,CA,"10,000+",Retail
Sr Mgr I Data Analyst-Tech,Supervising Experience,Walmart,157456,3.599999905,30,AR,"10,000+",Retail
Data Analyst,Hive| Spark| Microsoft Powerpoint| SQL| Tableau,Walmart,157456,3.599999905,27,CA,"10,000+",Retail
"Senior Manager II, Site Analytics",Data Mining| Spark| Microsoft Powerpoint| Python| SQL,Walmart,157475,3.599999905,30,CA,"10,000+",Retail
Data Analyst,Time Management| SQL,Optimove,,,2,NY,,
eDiscovery Data Analyst,Machine Learning| Hadoop| Solr| Microsoft Office| HBase,Servient Inc,,,1,TX,,
Data Analyst (c/o 2019 Seniors!),R| Python,HopJump,,,30,MA,,
Data Analyst,Analysis Skills| Microsoft Powerpoint| Excel| SQL| Microsoft Office| Microsoft Access| Tableau,"Shoes For Crews, Inc.",,,30,FL,,
Data Analyst,,AVID CENTER STAFF,,,7,CA,,
Healthcara Data Analyst,Data Mining| Time Management| SAS| Crystal Reports| SQL| Excel| Microsoft Access| SPSS,"Wellmore, Inc.",,,11,CT,,
Data Analyst,R| Python,GlassDoor,,,20,MA,"10,000+","Restaurants, Travel and Leisure"
Data Analyst,Microsoft Office,Boyd Caton Group (bcg),,,16,USA,,
Data Analyst,Data Mining| Machine Learning,GOCOOL,,,20,WA,,
"MVP, MAOP Data Analyst",Microsoft Word| Microsoft Powerpoint| Microsoft Office,BHP Engineering & Construction,,,20,TX,,
Data Analyst,,Internet Brands,,,30,CA,,
Data Analyst,Quantitative Analysis| Data Mining| Machine Learning| R| SQL| Tableau| Java| Leadership Experience| Python,Predictive Science,,,30,USA,,
Data Analyst,JavaScript| R| Excel| SQL| Tableau,New Visions Central Office,,,19,NY,,
SQL Programmer / Data Analyst,Microsoft Word| Microsoft Powerpoint| PostgreSQL| Oracle| SQL| Tableau,Avkare Inc,,,22,TN,,
Data Analyst,Data Mining| R| SAS| SQL| Tableau| Alteryx| Data Warehouse| Python,Arkatechture,,,19,ME,,
Data Analyst,Quantitative Analysis| Microsoft Powerpoint| SAS| SQL,BBYO -,,,15,MI,,
Data Analyst,Microsoft Powerpoint,Glassview Media,,,30,NY,,
Data Analyst,Hive| Ruby| Data Mining| ERP Systems| XML| SAP| R| SAS| C/C++| Minitab| SQL| JSON| Excel| Microsoft Office| SPSS| QlikView| NoSQL| MATLAB| Python,"STOBER Drives, Inc.",,,16,KY,,
Data Analyst,SQL| Tableau,Fortive,,,19,MN,,
Data Analyst,Salesforce CRM| Data Analysis,Goby,,,19,IL,,
Data Analyst,,CDW,,,1,IL,,
Social Data Analyst,Power BI| SQL,Rational Consulting,,,26,WA,,
Data Analyst - Allen,Data Mining| SQL,Boss Fight Entertainment,,,30,TX,,
Data Analyst,Microsoft SQL Server| Analysis Skills| XML| Crystal Reports| SQL,Clarity USA,,,15,GA,,
Business Data Analyst,Data Mining| R| SAS| SQL| Excel,"Health One Alliance, LLC",,,19,GA,,
Data Analyst,SQL,Brown & Brown Insurance,,,30,CA,,
Data Analyst,Quantitative Analysis| Microsoft Powerpoint| SAS| SQL,BBYO -,,,15,MD,,
Data Analyst,,Graphic Products,,,30,OR,,
Project Consulting & Data Analyst,Microsoft Powerpoint| Visual Basic| Microsoft Office| Excel| SQL| SharePoint| Visio| Management Consulting,Logic Rule,,,13,WA,,
Data Analyst,Machine Learning| Excel| SQL| Tableau,jump ramp,,,30,NY,,
research data analyst/statistician,Data Analysis| R| Tableau,Outreach Process Partners,,,23,DC,,
Policy and Data Analyst,,Office of the Nassau County Comptroller,,,30,NY,,
DATA ANALYST,Data Analysis| R| SQL,IXIS,,,30,VT,,
Research Data Analyst,R| Python| SQL,"Resource Systems Group, Inc.",,,25,VT,,
Data Analyst,Excel,Spy Pond Partners,,,19,MA,,
Data Analyst,,Fitch Group,,,5,IL,,
QM Data Analyst,SAS| SQL| Tableau| STATA| Data Analysis,Alameda Health Consortium/Community Health Center Network,,,15,CA,,
Data Analyst – Healthcare – St. Louis MO,Data Analysis| SAS| Excel| SQL| Microsoft Office,Courtney Raymond Consultants,,,19,MO,,
Data Analyst,Salesforce CRM| Google Analytics,"Facing History and Ourselves, Inc",,,30,MA,,
Data Analyst,Quantitative Analysis| Microsoft Powerpoint| SAS| SQL,BBYO -,,,15,PA,,
Data Analyst,S3| Python| SQL| JSON| AWS,thrivecausemetics.com,,,23,CA,,
Quality Data Analyst,,Altair Engineering,,,2,MI,,
Data Analyst,Salesforce CRM| R| Tableau,Youth Policy Institute,,,29,CA,"Less than 10,000",Organization
Data Analyst,Statisical Analysis| Excel| Microsoft Office,"AnaVation, LLC",,,15,DC,,
Data Analyst,R| SAS| Statisical Analysis| SQL| Microsoft Office| Microsoft Access| STATA,Central Health,,,30,TX,,
Data Analyst,Data Analysis| R| Python,Payfone,,,29,CO,,
"Business Data Analyst - Houston, TX - 20181019",,,,,,,,
Data Analyst,Python| SQL| AWS,2DA Analytics,,,30,TX,,
IMPACT DATA ANALYST,Power BI| SAS| Tableau| Predictive Analytics| SPSS| Data Analysis,Care.org,,,21,GA,,
Media Data Analyst,Microsoft Powerpoint| Excel| SQL| HTML5,Hylink Group,,,30,CA,,
DATA ANALYST,,Jamul Casino,,,30,CA,,
Meta Data Analyst,,,,,,,,
Data Analyst II,Data Analysis| SQL| Microsoft Access,Centene,,,28,FL,"Less than 10,000",InsuranceHealth Care
Marketing Data Analyst,Microsoft Powerpoint| Conversion Optimization| Marketing| Excel| Microsoft Office,John Clements,,,14,CA,,
Survey Data Analyst,Microsoft Powerpoint| SPSS| Visual Basic| Python| Excel| SQL,"Sullivan, Cotter and Associates, Inc.",,,30,IL,,
Data Analyst,Pig| Hive| Machine Learning| R| SQL| SPSS| MATLAB| Data Mining| SAS| Python,Primus Builders Inc.,,,30,NC,,
Data Analyst,Excel| Microsoft Office| Microsoft Access,"Child Care Resource Center – Chatsworth, CA",,,30,CA,,
Survey Data Analyst,Microsoft Powerpoint| SPSS| Visual Basic| Python| Excel| SQL,"Sullivan, Cotter and Associates, Inc.",,,30,MN,,
Data Analyst,Data Mining| R| SQL| Python,NYC Careers,,,30,NY,,Government
Data Analyst Intern Summer 2019,Bilingual| Microsoft Powerpoint| R| SAS| SQL| Microsoft Office| Java| STATA| Python,Axos Bank,,,28,CA,,
Data Analyst,,Churchill Mortgage Corp,,,30,TN,,
Business/Data Analyst,Time Management| Microsoft Powerpoint| Microsoft Office,Dexperts,,,22,TX,,
Data Analyst - 258,Data Mining,"AccessCNY, INC",,,30,NY,,
Data Analyst,Data Mining,AUTHENTIX INC,,,30,TX,,
Data Analyst,Design Patterns| Data Analysis| SQL,Flair IT Solutions,,,26,MI,,
Jr Data Analyst,JavaScript| Data Mining| XML| SAS| SQL| SPSS,"EMA, Inc.",,,30,MD,,
Marketing Data Analyst,Power BI| Marketing| SQL| Microsoft Office| Tableau,Boyne Resorts,,,13,MI,,
Data Analyst,,US Software & Consulting,,,22,VA,,
Data Analyst (Voice Activated Software),Java| Analysis Skills| Python| C/C++| SQL| Excel,Team Red Dog,,,7,WA,,
Marketing Data Analyst,Database Marketing| Marketing Automation| SQL| Microsoft Office| Tableau,Direct Resources Group,,,14,WA,,
Business Data Analyst,Project Management| Excel,CORKCICLE.,,,30,FL,,
Transportation Data Analyst,Microsoft Powerpoint| Microsoft Office,C5T Corporation,,,12,IL,,
